Country Name,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
North Macedonia,,,2299.044329,2424.907674,1207.542898,1343.315289,1795.553103,2372.543692,2327.730787,1959.560738,1875.816616,1915.392799,1861.899007,1823.022668,1989.135383,2440.478815,2795.897375,3072.679612,3362.970716,4079.390434,4841.253622,4584.712431,4577.689576,5098.094701,4728.313079,5241.053639,5495.7314,4861.55616,5149.586764,5450.497035,6108.739131,6070.388054,5965.450232,6694.641126,6591.471292
Norway,24207.34338,24281.13041,28242.79341,28596.74553,30523.98096,27963.58294,29315.875,34875.94289,37321.92598,36629.02659,34803.47494,36393.42496,38178.05615,38602.09441,43170.67163,50250.21153,57768.41243,67047.17046,74434.11281,85502.75393,97503.54078,80347.14416,88163.20859,101221.8135,102175.9193,103553.8401,97666.69518,74809.9658,70867.361,76131.8384,82792.84271,76430.58895,68340.0181,90655.39102,106148.7786
Occ.Pal.Terr,,,,,,,1201.581542,1326.562857,1317.466751,1389.164971,1465.046057,1499.492177,1476.17185,1335.553195,1156.217473,1257.69857,1422.190886,1543.701414,1570.1044,1664.245717,2035.202341,2191.781787,2557.075624,2880.798437,3067.438727,3315.297539,3352.112595,3272.154324,3527.613824,3620.360487,3562.330943,3656.858271,3233.568638,3678.635657,3789.327966
Oman,5165.729577,5468.528327,6475.41707,5984.360617,6272.469437,6029.876388,6054.743884,6352.823059,6913.146462,7052.69677,6139.732825,6742.824603,8321.393867,8191.512832,8380.038952,8896.90253,10030.44443,12357.70139,14533.72942,16151.27584,22974.27735,17937.97957,22552.19901,24166.09631,24722.63882,23563.9406,23121.20638,18777.43306,17082.2062,17802.57512,19887.57431,19132.15227,16707.62301,19509.46646,25056.79486
Pakistan,356.3352154,359.7292623,346.6685155,382.7514315,399.4655861,412.6753983,404.6068718,455.5079732,461.4002095,441.7549177,427.5063275,420.6826091,531.3064961,499.2183062,489.4255272,549.870377,631.4711708,688.5005879,770.8433394,837.6315379,914.7314893,884.4410142,911.0899961,1075.45102,1109.678735,1126.040776,1173.392309,1282.443026,1468.822077,1567.64062,1620.742596,1437.165834,1322.314783,1505.010193,1596.662661
Palau,,,,,,,,,,,,,7416.480787,7913.450676,8220.487633,7744.627767,8297.895213,9603.797085,9805.92283,10270.45854,10380.26908,9960.84139,10029.28803,10795.56469,11835.38393,12418.82617,13580.00674,15761.36338,16743.37674,16011.66115,15948.27586,15567.09087,14016.2475,12083.88815,
Panama,2514.153933,2467.535308,2626.14328,2827.558388,3148.447531,3368.202787,3518.953402,3524.881271,3561.290458,3775.571536,4012.054165,4121.56222,4099.00654,4084.258536,4163.521959,4304.10698,4629.029316,4953.12998,5385.564243,6205.821576,7197.110786,7618.438459,8124.558307,9403.439908,10767.29318,11932.28622,12837.24796,13669.55944,14382.23238,15185.97248,16156.07429,16472.83175,13293.33321,15491.28979,17357.62863
Papua New Guinea,993.621403,942.1798557,833.053995,948.9851423,1058.341136,1159.13976,1236.110584,1004.249699,1077.188504,995.1972595,737.413721,653.4081341,639.2791999,540.6738896,509.0304919,580.5981672,624.0353213,748.7350734,1245.474263,1379.127071,1635.039364,1578.968437,1879.240444,2303.826661,2653.092358,2578.498647,2742.25005,2502.073746,2332.675664,2495.140474,2584.327738,2593.775798,2446.084413,2644.537173,3020.269646
Paraguay,1106.971847,1204.096538,1431.8392,1675.713643,1673.448372,1652.804321,1750.935478,1968.352487,2077.484829,2068.208378,1880.893165,1758.260193,1728.340743,1630.190846,1361.249281,1436.764904,1776.932258,1960.514766,2426.417098,3194.262982,4360.429101,3920.186073,4702.91577,5772.99551,5621.244026,6435.82655,6629.426519,5861.389724,5759.018333,6136.058354,6242.961502,5807.838814,5353.348045,5959.441763,6153.055677
Peru,730.2097626,1040.47519,1194.548302,1520.677362,1560.546504,1481.340989,1871.392109,2180.566639,2218.321747,2292.396517,2149.701063,1911.735017,1941.31826,1925.97942,2003.971081,2126.137824,2393.665897,2702.237701,3123.320159,3572.363589,4184.885982,4164.970483,5047.204643,5826.832307,6475.719417,6697.187683,6614.830499,6180.118799,6163.861179,6676.307788,6912.104623,6955.88177,6063.62658,6635.463923,7125.829235
Philippines,734.4302796,806.850437,820.4871803,821.4522344,936.1485762,938.7622924,1081.434321,1222.292531,1334.105656,1294.111958,1000.00669,1123.163562,1073.264436,991.1479821,1037.174794,1049.386488,1122.855528,1245.286591,1452.22142,1741.603505,1990.356146,1893.281623,2201.776819,2431.199965,2671.777538,2847.567954,2935.928578,2974.29692,3038.152046,3077.434432,3194.672704,3413.849067,3224.422811,3460.539401,3498.509816
Poland,,,1731.209509,2235.541046,2459.020594,2497.130559,2874.831636,3686.844639,4147.465501,4123.146096,4518.108226,4398.071805,4501.479961,4991.244358,5207.128879,5701.638863,6681.31036,8021.547064,9035.531788,11254.31409,13995.7831,11525.90197,12504.25019,13776.3894,13010.75692,13558.34256,14181.95018,12560.05142,12378.81176,13815.49995,15504.50894,15700.01358,15816.8204,17999.83227,18321.28089
Portugal,5623.697,6056.381028,7884.617988,8958.985333,10810.56651,9534.656364,9977.319909,11781.36185,12185.0914,11575.50711,12199.20639,12475.29177,11526.37207,11734.76497,12936.69282,15797.78213,18064.15809,18780.12751,19839.45405,22811.05648,24949.04136,23151.21541,22520.64231,23217.2955,20563.7136,21653.19598,22103.70097,19250.10654,19991.97249,21490.42986,23562.55452,23330.81729,22242.40642,24598.47279,24274.51658
Qatar,14650.74424,15197.8751,16664.83143,15079.35946,16223.78008,14724.25918,14728.78202,15797.69104,17116.83256,20519.40935,17651.54558,20207.22559,27494.77133,25836.27079,27151.0325,31440.22071,40792.27647,52468.44565,59978.86121,64706.9899,79811.59774,60733.9817,73021.30975,92992.99713,98041.36224,97630.82552,93126.14946,66984.9102,58467.23557,59407.69805,66264.08117,62827.39695,52315.66008,66838.32764,88046.32042
Romania,1753.192792,1789.644638,1648.33213,1254.357598,1102.103785,1158.055058,1323.035708,1650.052605,1633.010644,1577.335827,1852.555839,1599.906489,1659.928985,1825.192889,2119.855097,2679.406193,3494.990743,4618.003244,5757.53059,8360.337759,10435.2166,8548.04859,8397.809173,9560.15838,8930.729912,9497.207427,10031.34215,8976.955236,9404.380487,10727.97175,12494.42464,12957.99911,13047.45768,14927.11686,15892.11853
Russian Federation,3777.235352,3428.762207,3492.710205,3490.452393,3098.802734,2930.670166,2662.104004,2665.779785,2643.929199,2737.572021,1834.861816,1330.757202,1771.594116,2100.352539,2377.529541,2975.123047,4102.364746,5323.455078,6920.199707,9101.239258,11635.28418,8562.824219,10674.99023,14311.06445,15420.8584,15974.62305,14095.64648,9313.021484,8704.894531,10720.33203,11287.35449,11536.25879,10194.44141,12593.15723,15345.09668
Rwanda,344.4781862,336.7447974,348.3878321,255.3675787,264.9826094,249.4105711,111.9373042,227.4588747,205.8421295,241.5055332,251.3496876,269.3053659,255.088226,239.1248198,234.8137474,249.5550099,270.3030316,325.0242237,358.1108537,427.4199018,529.52427,564.9718753,594.1095118,650.936182,706.139034,704.4235236,724.7286812,733.8228504,728.806677,756.5476049,768.9641303,806.1280144,773.8205575,821.2281941,966.3271101
Samoa,794.3533993,731.9765181,747.7808483,744.4959154,779.1744437,776.8519111,1277.233772,1285.66701,1414.202089,1598.918025,1493.945089,1401.715885,1406.765683,1435.345181,1509.886615,1778.842,2168.027953,2527.762838,2639.805669,3011.100809,3344.054559,3250.953097,3494.39529,3789.626478,3902.312164,3989.898249,3948.728781,4048.467057,4105.810681,4261.640513,4189.052219,4308.301453,4042.722715,3857.356685,3743.205679
Sao Tome and Principe,,,,,,,,,,,,,,519.2955732,568.4096734,663.9206402,726.5977285,843.9550846,861.5182369,878.1354699,1080.556592,1054.416091,1079.689654,1244.271625,1319.900833,1551.192905,1754.600471,1571.49854,1688.375303,1805.524651,1950.629352,1991.738264,2161.310201,2360.543554,2404.258693
Saudi Arabia,5998.224246,6210.052963,7349.703435,7939.297864,7932.70591,7450.658798,7359.448498,7588.761234,8174.141609,8323.826699,7169.366477,7697.270684,8795.260596,8337.322724,8380.959296,9321.803874,10935.01659,13462.76305,14848.60206,15756.19362,18944.85735,15064.63128,17958.94783,22441.57114,24069.20331,23945.51231,23862.80119,20442.36606,19930.40754,20910.48296,24175.58312,23405.70611,20398.06099,24160.67605,30436.2783
Senegal,902.2698649,869.459906,980.7545622,935.6383899,974.3312066,898.9129975,598.1454192,732.8363732,741.7616643,667.4532057,702.4336933,695.5520825,619.6421235,654.8407271,688.18748,840.3582538,941.8737919,1003.187194,1038.579092,1210.167497,1419.530902,1323.971225,1286.604966,1383.539117,1334.725914,1391.53219,1417.094988,1238.1264,1290.749971,1385.199215,1484.227069,1462.678352,1492.475904,1633.560119,1598.735991
"Serbia, FR(Serbia/Montenegro)",,,,,,,,2207.450598,2864.084727,3380.041416,2571.17271,2571.30404,914.7857199,1727.282228,2283.846685,3005.426352,3502.802924,3720.479155,4382.617279,5848.476405,7101.040141,6169.114195,5735.422857,6809.159804,6015.945228,6755.073675,6600.056186,5588.979444,5765.203352,6292.546549,7252.403668,7417.206585,7733.803494,9230.174447,9393.628906
Seychelles,4392.198921,4689.134784,5642.072897,5654.639401,6520.489505,6978.680306,6974.867706,7180.668327,7004.336039,7746.699027,8209.514443,8243.236101,8063.655476,8153.299101,8864.168656,9070.285167,10827.67164,11802.11183,12782.99466,12669.30354,11265.43729,9748.955518,10938.15309,12113.88181,12342.51009,14729.62703,15188.17428,14894.48578,15409.80502,15961.24168,16409.47113,16851.11976,12020.02191,12963.06467,15874.54007
Sierra Leone,260.1147233,224.3187348,150.1934191,178.1790984,158.0814981,178.9729971,211.338564,201.3711228,216.6234189,193.0108126,151.0965629,149.5783419,138.7139416,221.2950856,240.5075193,255.9726186,258.4731688,286.2859558,320.5143892,358.0773395,402.553446,386.4338685,400.5406934,443.451832,558.1797747,706.4526652,702.3386033,581.2934118,515.4478314,484.4561156,519.6499835,506.6069082,493.4322524,504.6212722,461.3611383
Singapore,8914.441226,10394.539,11861.75616,14502.37999,16136.24384,18290.132,21552.40769,24914.8507,26232.8692,26375.86833,21829.27813,21796.64168,23852.83434,21699.74754,22159.83325,23730.37947,27608.07457,29961.30828,33768.44574,39432.89474,40008.57676,38926.81311,47236.67154,53891.46229,55547.54625,56967.42579,57564.80231,55645.60686,56895.64334,61164.89736,66836.53851,66070.47067,61274.00646,77710.06996,82807.64908
Slovak Republic,,,2405.53516,2691.195652,2920.917542,3102.296859,3771.359516,4819.125555,5196.94038,5146.671078,5538.616465,5645.581396,5426.624281,5722.168183,6564.696314,8731.937368,10691.44655,11690.11347,13170.78498,16106.06044,18753.58494,16597.20846,16908.84796,18509.74022,17498.3539,18276.00955,18719.98814,16390.88217,16563.4405,17585.197,19486.39368,19381.59211,19551.62116,21782.85507,21258.11414
Slovenia,,,,,,,,10730.45101,10815.11105,10454.96564,11175.77103,11452.78312,10201.30354,10479.75963,11777.15566,14849.03724,17233.13856,18098.90854,19672.96556,23817.88673,27595.59997,24792.12798,23532.48085,25128.01504,22641.80512,23503.28249,24247.17332,20890.16643,21678.35947,23514.02546,26123.74713,26016.07868,25545.241,29291.40062,29457.40284
Solomon Islands,578.419904,549.6008259,662.8527486,681.3568218,782.2683324,849.3595615,1105.161697,1251.217924,1322.526239,1326.165604,1121.12074,1164.100165,976.4283009,929.8664985,768.4948389,905.5821945,991.9885636,1145.86655,1250.953787,1377.862006,1504.527559,1526.159971,1661.997814,1921.356345,2087.637662,2208.085253,2235.733596,2134.805424,2196.283908,2283.578944,2450.482931,2398.772963,2222.462143,2232.536956,2203.18966
South Africa,2780.586818,2794.395679,3160.878365,3304.828377,3519.001091,3461.334353,3547.951415,3904.324238,3654.927456,3731.43183,3336.439547,3267.939079,3241.66124,2867.472552,2708.423419,4095.68361,5268.278984,5893.186767,6139.581467,6662.062785,6251.877175,6444.18672,8059.562841,8737.04111,8173.869138,7441.230854,6965.137897,6204.929901,5735.066787,6734.475153,7048.508112,6688.774746,5741.641249,7055.055176,6776.480077
Spain,9703.123838,10681.9712,13804.87679,14811.90282,16112.18892,13339.90856,13415.287,15471.96272,16109.0844,14730.79718,15394.35146,15720.6405,14749.68742,15369.00116,17106.68658,21510.83625,24907.00085,26429.15094,28389.07858,32591.35031,35510.72223,32169.50285,30532.48051,31677.90031,28322.94659,29077.18206,29513.65118,25754.36103,26537.15949,28185.32137,30379.72111,29581.51855,26959.67544,30103.51373,29350.16852
Sri Lanka,416.0296538,411.2437445,466.8976566,516.7693263,550.5424443,579.990197,650.5535615,716.8007675,758.5064169,818.0287965,850.9856552,838.5636427,869.7534886,832.4273196,865.3021391,978.1686456,1060.136943,1240.518312,1423.190623,1611.175582,2007.02666,2053.766445,2836.974098,3248.040215,3351.892489,3643.832449,3885.62361,3990.353123,4107.829762,4388.201908,4360.584742,4082.694048,3852.389968,3994.246958,3354.383408
St. Kitts and Nevis,4179.293642,4696.490011,5346.472568,5439.809105,5920.220954,6363.682668,7027.434091,7367.454411,7748.670312,8581.668224,8665.09906,9070.73027,9275.989746,9973.553451,10398.52528,10119.74478,10882.35294,11711.15471,13747.80934,14660.96321,16491.88509,16374.25689,16427.62101,17571.98446,17293.80605,18315.91468,19945.39267,20025.88485,21095.25404,22160.60363,22548.15063,23219.40905,18566.01785,18082.68799,20176.74758
St. Lucia,3098.439562,3464.880118,4073.264627,4253.914269,4603.702186,4608.599312,4740.295984,5008.02743,5123.686514,5184.337012,5593.748414,5825.067308,5846.975502,5558.069371,5562.457123,6055.967957,6494.600349,6866.092387,7618.90542,7975.792541,8528.682085,8259.322338,8672.128999,9110.75181,9231.661827,9542.713574,10007.18689,10290.35048,10574.3026,11270.4329,11563.87207,11726.67715,8458.075063,9414.137741,11481.49672
St. Vincent and the Grenadines,1790.987478,1911.90351,2136.839516,2259.528548,2454.960657,2519.845868,2540.16918,2767.77031,2900.419012,3043.249417,3272.618741,3427.505755,3760.080457,4066.070638,4299.372868,4500.927334,4883.313665,5176.128147,5775.091747,6439.008398,6641.495878,6503.097772,6590.989579,6566.482713,6754.370184,7117.554763,7210.616549,7386.737484,7684.779282,7996.656233,8399.693967,8680.241982,8306.367581,8360.101059,9125.317497
Suriname,2887.061439,1328.729552,940.9917724,1077.212661,964.4332465,1015.12804,1419.517938,1591.729379,1940.752728,2045.593051,2405.744246,1883.889099,1978.446611,1711.714461,2206.27291,2529.259422,2906.725278,3474.120757,5031.158465,5562.334068,6616.815126,7176.857658,7999.508366,8009.252302,8922.956186,9124.541093,9199.177893,8907.838127,5705.399232,6112.882912,6730.836783,6690.044786,4796.533314,4869.134226,5858.28606
Sweden,24534.89403,25662.31679,30593.72413,31822.97925,32800.79495,24425.20125,26083.7158,30283.09835,32999.1855,30312.51076,30596.64972,30940.97326,29624.76987,27247.76321,29899.1236,37321.77867,42821.75084,43437.13093,46593.29168,53700.24369,56152.55944,46946.84271,52869.04429,60755.75955,58037.82132,61126.9432,60020.36046,51545.48361,51965.15715,53791.50873,54589.06039,51939.42974,52837.90398,61143.22124,55873.22081
Switzerland,32690.43027,31308.17238,39575.72681,39544.72449,40713.15735,39236.67608,43092.0134,50115.13886,48092.25421,41584.08362,42680.19495,41696.94037,38864.0439,39638.43879,42458.53416,49337.54689,54659.6403,56243.9473,59008.99301,64991.00515,74175.87764,71565.56998,76531.37294,90476.75897,85836.20768,87304.33058,88724.99094,83806.4476,82153.07454,82254.37693,85216.64295,84121.93103,85656.32267,91991.60046,92101.46974
Syrian Arab Republic,1421.741906,1546.40039,1926.384607,2171.463634,2516.443295,2722.905389,3238.39402,3553.746281,4184.29444,4397.5383,4542.949125,4588.98256,4941.852597,5187.206107,5276.064713,5433.642274,6241.058232,7221.643883,7914.771494,8695.844461,10155.97367,10288.14905,11304.64493,2971.282434,1910.604526,993.7398831,1071.234204,857.4978675,664.3416723,862.3190638,1111.872093,1124.520554,537.2113614,,
Tajikistan,,,485.3198618,456.1880646,337.5488739,287.9939687,262.2364354,208.1695625,172.9164992,150.6469008,214.4293317,175.5555654,137.1819092,168.6385933,186.663376,233.094087,305.2660435,333.7139384,401.0268293,517.4348725,704.6501788,666.7212906,740.2761913,837.8814952,959.3602175,1038.320717,1094.430124,970.3625997,801.39384,844.3652499,850.6669582,889.0233718,852.3302296,916.6919671,1054.189484
United Republic of Tanzania,211.1229553,178.1115265,167.1445465,189.5909729,171.6147003,153.8509979,156.7896118,176.9260254,214.6417694,248.7471619,387.0186462,390.4956055,399.4511414,394.7307739,400.4275513,419.7723694,447.5133362,480.2756348,473.367981,539.1223145,671.5736084,681.2437134,730.8132935,768.9334717,854.5432129,955.3212891,1012.984741,929.1072388,942.8813477,975.9245605,1011.59967,1050.932373,1104.164429,1146.031982,1192.403809
Thailand,1154.58042,1329.99672,1545.276957,1751.068624,1957.405411,2230.841173,2502.70866,2848.62249,3039.892156,2462.414344,1841.042933,2028.56878,2004.107042,1889.971411,2091.178887,2350.845515,2647.260738,2876.245758,3343.785932,3934.690956,4327.797517,4154.187432,4996.372098,5396.643527,5748.632782,6041.134013,5822.377723,5708.794147,5854.463852,6436.789649,7124.558867,7628.576087,7001.785413,7060.897609,6908.802119
Togo,512.8743794,488.5016152,570.9328385,545.6848379,560.2717966,411.001598,326.2731551,415.7778133,447.9265913,443.5350406,456.2062816,440.1397924,404.8220743,391.5160184,439.1275464,530.3920056,551.8476777,542.8178059,544.0055167,598.3065987,725.8544458,717.677305,709.1406701,779.7635197,759.8959722,826.4286073,853.0078138,760.2429116,787.2801616,814.4198376,873.5551563,848.3048269,875.2454099,964.0500102,918.3767558
Tonga,1089.017321,1080.971091,1150.281297,1335.230193,1380.881428,1391.970052,1965.19624,2089.197173,2216.683231,2135.860561,1889.670651,1953.371697,1996.515078,1754.842287,1760.667218,1937.042631,2195.985939,2478.427122,2751.960017,2799.368777,3221.079699,2915.494578,3416.110432,3852.143788,4378.572815,4208.188686,4125.426028,4117.93037,3978.438212,4367.25563,4649.613513,4878.978188,4605.970878,4425.970591,
Trinidad and Tobago,3613.04141,3441.35043,4001.522284,4159.070729,4231.46206,3608.643933,3801.450835,4074.880142,4385.12365,4352.827681,4569.646971,5130.866071,6120.945943,6592.75902,6692.822206,8352.463158,9756.513279,11673.85875,13340.91627,15627.28682,20011.14827,13682.76361,15711.53817,17910.31718,18961.23359,19821.52865,20327.98346,18389.53103,15991.10879,16094.66678,16164.16133,15690.9631,13871.79822,16032.50277,18222.26033
Tunisia,1251.271418,1223.518533,1456.224489,1516.294272,1760.48075,1627.276255,1709.825073,1940.034293,2076.989688,2170.570932,2253.028846,2343.997255,2170.508143,2207.660688,2292.483168,2693.195918,3029.849579,3106.575832,3279.10282,3678.061523,4200.17378,4029.461206,4241.01191,4361.948089,4233.917158,4308.337421,4398.638695,3960.924849,3796.109011,3569.718839,3577.16946,3477.844271,3497.733231,3807.184563,3776.667779
Turkey,1737.953771,2009.997569,2773.650706,2730.263904,2825.740964,3148.942981,2240.633321,2855.036765,3009.67417,3098.668013,4433.354034,4057.822081,4278.266534,3100.458788,3640.76183,4704.77201,6031.79031,7369.431295,8003.812177,9668.399443,10802.60048,8989.735883,10614.98457,11308.37174,11697.47436,12507.80316,12020.34966,10851.92011,10734.25647,10464.00779,9400.836337,9103.012397,8561.064333,9661.227734,10616.06104
Turkmenistan,854.1527539,830.3608443,857.3390594,839.4248858,815.1398445,788.5575627,619.6698961,587.2840894,553.0594143,561.533872,587.9900867,544.4393372,635.7143118,762.6106328,949.5763727,1256.031867,1418.806266,1658.672779,2074.407389,2520.285026,3778.668539,3901.670283,4286.880505,5453.155005,6441.886618,7049.797505,7685.509859,6208.296655,6163.253406,6354.53283,6721.34954,7180.459552,7297.180042,,
Turks and Caicos Isl.,,,,,,,,,,,,,,18323.87374,17803.08282,18848.77869,21233.9324,24115.26568,28728.56972,29446.08269,31459.54343,24602.91102,23103.94268,23649.71443,22666.40691,22451.56873,24040.87466,25783.2941,26995.03216,25659.19586,26831.97146,27795.14856,20882.26127,23158.6379,24917.59581
Tuvalu,,,961.0919449,1001.22815,1029.220751,1011.981183,1138.949358,1150.305635,1283.446069,1318.909032,1324.206539,1419.827916,1564.015195,1451.48412,1752.802286,2012.446828,2328.492145,2311.337166,2402.479309,2803.247294,3103.039909,2697.635293,3043.165323,3663.266294,3624.984174,3536.901175,3556.378789,3384.382534,3836.073071,4181.437569,4419.256323,4940.050682,4674.909088,5372.756766,5334.988605
Uganda,394.7361363,309.8609664,244.7540725,182.7944662,151.9765412,165.4650359,198.2820513,278.3166133,284.4568035,286.5727449,292.1694813,257.6785777,257.8296057,235.8529749,241.8689302,250.6905884,292.4726656,330.6028543,346.7684624,401.7091877,473.3028336,799.9296321,824.7376712,837.0958843,796.7111393,819.7578674,897.5097285,864.1800594,753.6844055,766.177604,793.1280823,823.0247328,846.8811992,883.4657281,964.2243852
Ukraine,1449.962524,1597.534668,1568.536621,1487.499756,1417.935547,1258.136597,1012.098145,935.9589844,872.7136841,991.2426147,835.2367554,635.7579956,658.3446045,807.8019409,911.9068604,1087.787964,1416.60376,1894.460083,2391.323975,3197.934326,4066.53125,2639.37793,3078.414795,3704.842285,4004.789795,4187.739746,3104.653809,2124.662598,2187.727539,2638.325439,3096.5625,3661.457764,3751.737305,4827.845703,4533.975586
United Arab Emirates,21545.45558,23141.01477,26682.84981,25668.49332,25630.08097,25019.37236,25463.49629,27010.67819,28596.50683,28709.24692,25905.84338,27261.90657,31855.5006,29909.00943,30221.967,32607.37293,37017.73637,42190.55438,45339.58512,43918.38017,45140.76908,31722.58876,34165.91331,40893.02336,44386.78608,45729.60768,46865.9646,41525.1389,41054.53957,43063.96748,46722.26872,45376.17084,37629.17417,44315.55418,53757.86325
United Kingdom,15988.01649,16240.00625,19096.2412,19900.18849,20488.09967,18390.21782,19708.43564,23203.6289,24441.91991,26779.77879,28296.76027,28788.96929,28289.65269,27888.60511,30078.60813,34480.94106,40392.26486,42131.82707,44537.71234,50438.2296,47432.8791,38820.01459,39693.19387,42150.69814,42485.58607,43449.09172,47447.58893,45071.07432,41146.07736,40622.68939,43306.3083,42747.08046,40318.41692,46585.89756,45850.42612
United States,21417.01193,22857.15443,23888.60001,24342.2589,25418.99078,26387.29373,27694.85342,28690.8757,29967.71272,31459.13898,32853.67695,34515.39023,36329.95607,37133.62311,37997.75966,39490.27496,41724.63163,44123.40707,46302.00088,48050.22378,48570.04598,47194.94335,48650.64313,50065.9665,51784.41857,53291.12769,55123.84979,56762.72945,57866.74493,59907.75426,62823.30944,65120.39466,63528.6343,70219.47245,76398.59174
Uruguay,2668.670369,2724.095972,2983.243736,3574.111031,4083.463722,4729.929039,5478.022364,6014.918523,6358.162597,7386.511161,7780.678597,7314.490951,6932.478325,6331.15676,4115.154614,3638.943548,4130.100115,5233.457171,5942.126667,7149.374634,9328.065857,9780.739473,12512.59413,14975.56256,16087.25208,18140.89192,18131.57885,16950.75338,16837.94038,18995.39702,19026.04961,18098.36155,15650.49943,17923.99533,20795.04235
Uzbekistan,,,651.4192097,652.8074753,603.3520153,596.9835856,576.4471105,585.9323642,600.5981578,623.0026524,623.2161328,702.4807441,558.2268024,456.7062895,383.343068,396.377979,465.1198869,546.7768502,654.2838373,830.4076942,1082.286025,1213.265328,1742.349256,2051.129515,2267.623275,2419.718744,2628.460054,2753.971058,2704.677189,1916.764625,1604.258642,1795.201768,1759.307471,1993.424478,2255.151155
Vanuatu,1103.278583,1046.420408,1119.280015,1301.634163,1318.531846,1233.431683,1403.105797,1461.405119,1495.987983,1524.960497,1432.608422,1429.889094,1416.197024,1309.047584,1299.178899,1517.294454,1718.263029,1814.81782,1970.898405,2261.459294,2525.083912,2472.463556,2732.551557,3064.751212,2906.342461,2877.444528,2861.203164,2643.886894,2757.203306,3032.19702,3076.835315,3076.589886,2917.756849,3044.57364,3010.292173
Venezuela,3203.401445,2258.679615,2461.039355,2642.780541,2918.607446,2835.687569,2699.464788,3500.632677,3125.237788,3725.988118,3886.039254,4087.829348,4795.634748,4940.113903,3667.200194,3243.368805,4287.631579,5456.322425,6769.868414,8369.235268,11310.77817,11641.79915,13692.91497,10877.11236,12937.9276,12433.98079,15975.72938,,,,,,,,
Vietnam,397.0143602,96.13036189,96.71929574,140.6310045,141.3836852,185.187122,224.6370945,281.1336045,329.00119,352.9344398,352.783068,367.1568837,394.5831366,409.4977339,434.8102921,485.4509081,551.9035051,693.1898425,790.5925164,913.3123316,1158.101627,1225.845009,1684.011667,1953.556979,2190.232284,2367.499542,2558.778924,2595.234979,2760.717101,2992.071746,3267.225009,3491.091279,3586.347297,3756.489122,4163.5143
Yemen,,,422.2107022,426.7727374,447.8143643,358.1701215,267.9425332,264.4661909,348.2347289,399.712718,359.2170547,421.8212255,518.1486727,515.139982,543.9609809,583.3911504,669.1033619,785.4512497,867.7829367,956.2306352,1153.536424,1045.80558,1249.063085,1284.617635,1349.990295,1497.747941,1557.601406,1488.416267,1069.816997,893.7165729,701.7148778,693.8164835,583.8756629,603.7079594,676.928385
Zambia,511.2026334,533.243428,427.4064535,428.5034282,394.0783977,395.7853469,431.5217163,438.3836362,404.0904611,471.1722998,377.4625818,353.8302091,364.0261259,401.7323159,399.0990779,452.2865776,556.0500066,720.4465047,1065.596417,1133.436158,1393.519491,1150.941746,1469.36145,1644.456831,1729.647471,1840.320553,1724.57622,1307.909649,1249.923143,1495.752138,1475.199836,1268.120941,956.8317475,1137.344395,1487.907764
Zimbabwe,816.6994731,841.5632256,868.4901749,832.6879695,634.4473585,608.0466105,634.5826172,646.8295598,765.1651241,750.6839091,554.3614836,585.3317992,565.2843897,569.0032086,529.1868828,474.3022011,477.399491,470.7837614,441.4987969,425.0368417,351.8391005,762.2979603,937.84034,1082.615773,1290.193957,1408.36781,1407.034291,1410.329173,1421.787791,1192.107012,2269.177012,1421.868596,1372.696674,1773.920411,1266.996031
