,Year - Month,Event, DataCards, Deaths, Injured, Missing, Houses Destroyed, Houses Damaged, Directly affected, Indirectly Affected, Relocated, Evacuated, Losses $USD, Losses $Local, Damages in crops Ha., Duration (d), Education, Agriculture, Health sector, Water supply, Communications, Transportation, Power and Energy, Relief,Country, Education centers, Hospitals,Updated Event Name,Mapped Event Categories
13114,2006/01,EPIDEMIC,365,0,0,0,0,0,0,1829,0,0,0,500000,0,2457,0,0,0,0,0,0,0,0,Sri Lanka,0,0,EPIDEMIC,HEALTH
13115,2006/01,FIRE,54,0,0,0,114,43,0,764,0,325,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FIRE,EXPLOSION
13116,2006/01,FLOOD,7,0,0,0,0,13,0,16017,0,4482,0,500000,0,6,0,2,0,0,0,0,0,0,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13117,2006/01,GALE,4,0,0,0,1,2,0,15,0,0,0,500000,0,4,0,0,0,0,0,0,0,0,Sri Lanka,0,0,GALE/TORNADO,HYDROLOGICAL
13118,2006/01,HEAVY RAINS,53,0,0,0,11,49,0,275,0,4,0,500000,0,6,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13119,2006/01,LANDSLIDE,23,2,2,0,4,23,0,10684,0,4,0,500000,0,3,0,0,0,0,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13120,2006/01,LAND SUBSIDENCE,5,11,0,0,2,4,0,30,0,0,0,500000,0,3,0,0,0,0,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13121,2006/01,LIGHTNING,1,0,0,0,0,1,0,5,0,0,0,500000,0,1,0,0,0,0,0,0,0,0,Sri Lanka,0,0,STORM,HYDROLOGICAL
13123,2006/01,STRONG WIND,20,0,0,0,14,204,0,1006,0,18,0,500000,0,2,0,1,0,0,0,0,0,1,Sri Lanka,0,0,STORM,HYDROLOGICAL
13124,2006/02,ANIMAL ATTACK,62,3,1,0,0,21,0,185,0,0,0,500000,0,4.5,0,8,0,0,0,0,0,0,Sri Lanka,0,0,ANIMAL,BIOLOGICAL
13125,2006/02,DROUGHT,3,0,0,0,0,0,0,3640,0,0,0,500000,0,450,0,0,0,0,0,0,0,0,Sri Lanka,0,0,DROUGHT,NATURAL DISASTERS
13126,2006/02,EPIDEMIC,328,0,0,0,0,0,0,1651,0,0,0,500000,0,2296,0,0,0,0,0,0,0,0,Sri Lanka,0,0,EPIDEMIC,HEALTH
13127,2006/02,FIRE,64,2,0,0,8,14,0,109,0,4,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FIRE,EXPLOSION
13128,2006/02,FLOOD,4,0,0,0,0,1,0,5,0,0,0,500000,0,6,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13129,2006/02,HEAVY RAINS,13,0,0,0,0,18,0,94,0,0,0,500000,0,6,0,2,0,0,0,0,0,0,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13130,2006/02,LANDSLIDE,2,0,0,0,0,2,0,10,0,0,0,500000,0,3,0,0,0,0,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13131,2006/02,LAND SUBSIDENCE,24,0,0,0,0,1269,0,6318,0,0,0,500000,0,3,0,0,0,0,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13133,2006/02,STRONG WIND,8,0,0,0,21,4,0,133,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,STORM,HYDROLOGICAL
13134,2006/03,ANIMAL ATTACK,109,10,3,0,0,35,0,477,0,0,0,500000,0,4.5,0,11,0,0,0,0,0,0,Sri Lanka,0,0,ANIMAL,BIOLOGICAL
13135,2006/03,CUTTING FAILURE,3,0,0,0,0,0,0,17,0,0,0,500000,0,4,0,0,0,0,0,0,0,0,Sri Lanka,0,0,STRUCTURAL,TECHNICAL
13136,2006/03,EPIDEMIC,314,0,0,0,0,0,0,1256,0,0,0,500000,0,2198,0,0,0,0,0,0,0,0,Sri Lanka,0,0,EPIDEMIC,HEALTH
13137,2006/03,FIRE,51,0,0,0,3,10,0,90,0,0,0,500000,0,1,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FIRE,EXPLOSION
13138,2006/03,FLOOD,6,0,0,0,0,56,0,1399,0,0,0,500000,0,6,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13139,2006/03,GALE,9,0,0,0,1,6,0,71,0,0,0,500000,0,4,0,0,0,0,0,0,0,0,Sri Lanka,0,0,GALE/TORNADO,HYDROLOGICAL
13140,2006/03,HEAVY RAINS,19,0,0,0,2,22,0,109,0,0,0,500000,0,6,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13141,2006/03,LANDSLIDE,5,0,2,0,0,3,0,47,0,0,0,500000,0,3,0,0,0,0,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13142,2006/03,LAND SUBSIDENCE,1,0,0,0,1,1,0,5,0,0,0,500000,0,3,0,0,0,0,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13143,2006/03,LIGHTNING,3,0,0,0,0,3,0,15,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,STORM,HYDROLOGICAL
13145,2006/03,STRONG WIND,32,2,6,0,47,378,0,1946,0,0,0,500000,0,2,0,2,0,0,0,0,0,0,Sri Lanka,0,0,STORM,HYDROLOGICAL
13146,2006/04,ANIMAL ATTACK,178,20,4,0,2,79,0,2062,0,5,0,500000,0,1800,0,18,0,0,0,0,0,0,Sri Lanka,0,0,ANIMAL,BIOLOGICAL
13147,2006/04,DROUGHT,39,0,0,0,0,0,0,8015,0,0,0,500000,0,6300,0,0,0,0,0,0,0,0,Sri Lanka,0,0,DROUGHT,NATURAL DISASTERS
13148,2006/04,EPIDEMIC,379,0,0,0,0,0,0,1519,0,0,0,500000,0,2646,0,0,0,0,0,0,0,0,Sri Lanka,0,0,EPIDEMIC,HEALTH
13149,2006/04,FIRE,50,0,0,0,11,4,0,67,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FIRE,EXPLOSION
13150,2006/04,FLOOD,3,0,0,0,0,0,0,90,0,0,0,500000,0,6,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13151,2006/04,FOREST FIRE,1,0,0,0,5,2,0,24,0,0,0,500000,0,9,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FOREST FIRE,EXPLOSION
13152,2006/04,GALE,7,0,0,0,0,11,0,78,0,0,0,500000,0,4,0,0,0,0,0,0,0,0,Sri Lanka,0,0,GALE/TORNADO,HYDROLOGICAL
13154,2006/04,HEAVY RAINS,25,0,0,0,1,31,0,164,0,0,0,500000,0,6,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13155,2006/04,LANDSLIDE,8,1,1,0,0,5,0,20,0,0,0,500000,0,3,0,0,0,0,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13156,2006/04,LIGHTNING,3,2,2,0,0,2,0,12,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,STORM,HYDROLOGICAL
13157,2006/04,PLAGUE,3,0,0,0,0,0,0,275,0,0,0,500000,0,540,0,0,0,0,0,0,0,0,Sri Lanka,0,0,PLAGUE,HEALTH
13158,2006/04,SNAKE BITE,1,1,0,0,0,0,0,5,0,0,0,500000,0,1,0,0,0,0,0,0,0,0,Sri Lanka,0,0,OTHER,TECHNICAL
13159,2006/04,STRONG WIND,19,0,3,0,0,25,0,177,0,0,0,500000,0,2,0,1,0,0,0,1,0,0,Sri Lanka,0,0,STORM,HYDROLOGICAL
13160,2006/04,SURGE,1,0,0,0,0,0,0,121,0,0,0,500000,0,1,0,0,0,0,0,0,0,0,Sri Lanka,0,0,STORM SURGE,HYDROLOGICAL
13161,2006/05,ANIMAL ATTACK,147,5,6,0,1,72,0,628,0,0,0,500000,0,4.5,0,10,0,0,0,0,0,0,Sri Lanka,0,0,ANIMAL,BIOLOGICAL
13162,2006/05,COASTLINE,1,0,0,0,0,0,0,5,0,0,0,500000,0,6.5,0,0,0,0,0,0,0,0,Sri Lanka,0,0,COASTAL EROSION,NATURAL DISASTERS
13163,2006/05,DROUGHT,1,0,0,0,0,0,0,3500,0,0,0,500000,0,497.5,0,0,0,0,0,0,0,0,Sri Lanka,0,0,DROUGHT,NATURAL DISASTERS
13164,2006/05,EPIDEMIC,286,0,0,0,0,0,0,1122,0,0,0,500000,0,2002,0,0,0,0,0,0,0,0,Sri Lanka,0,0,EPIDEMIC,HEALTH
13165,2006/05,FIRE,55,0,0,0,6,10,0,83,0,6,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FIRE,EXPLOSION
13166,2006/05,FLOOD,4,0,0,0,0,17,0,617,0,0,0,500000,0,6,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13167,2006/05,GALE,10,0,0,0,1,9,0,57,0,0,0,500000,0,4,0,0,0,0,0,0,0,0,Sri Lanka,0,0,GALE/TORNADO,HYDROLOGICAL
13168,2006/05,HEAVY RAINS,19,0,0,0,1,15,0,81,0,0,0,500000,0,6,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13169,2006/05,LANDSLIDE,4,0,0,0,0,1,0,5,0,0,0,500000,0,3,0,0,0,0,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13170,2006/05,LIGHTNING,2,1,0,0,0,1,0,4,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,STORM,HYDROLOGICAL
13171,2006/05,ROCK FALL,1,0,0,0,0,0,0,5,0,0,0,500000,0,3,0,0,0,0,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13172,2006/05,STRONG WIND,62,0,2,0,27,172,0,1145,0,76,0,500000,0,3,0,0,0,0,0,0,0,0,Sri Lanka,0,0,STORM,HYDROLOGICAL
13173,2006/06,ANIMAL ATTACK,129,6,1,0,7,62,0,595,0,0,0,500000,0,4.5,0,11,0,0,0,0,0,0,Sri Lanka,0,0,ANIMAL,BIOLOGICAL
13174,2006/06,DROUGHT,2,0,0,0,0,0,0,2269,0,0,0,500000,0,497.5,0,0,0,0,0,0,0,0,Sri Lanka,0,0,DROUGHT,NATURAL DISASTERS
13175,2006/06,EPIDEMIC,284,0,0,0,0,0,0,1267,0,0,0,500000,0,1988,0,0,0,0,0,0,0,0,Sri Lanka,0,0,EPIDEMIC,HEALTH
13176,2006/06,FIRE,48,0,0,0,89,10,0,521,0,4,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FIRE,EXPLOSION
13177,2006/06,FLOOD,9,0,0,0,1,47,0,651,0,0,0,500000,0,5,0,1,0,0,0,0,0,0,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13178,2006/06,GALE,13,0,0,0,0,9,0,87,0,0,0,500000,0,4,0,0,0,0,0,0,0,0,Sri Lanka,0,0,GALE/TORNADO,HYDROLOGICAL
13179,2006/06,HEAVY RAINS,17,0,0,0,0,22,0,139,0,0,0,500000,0,6,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13180,2006/06,LANDSLIDE,11,1,4,0,1,21,0,87,0,0,0,500000,0,3,0,0,0,0,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13181,2006/06,LAND SUBSIDENCE,1,0,0,0,0,1,0,5,0,0,0,500000,0,3,0,0,0,0,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13182,2006/06,STRONG WIND,54,0,4,0,17,114,0,1212,15,130,0,500000,0,5,0,0,0,0,0,0,0,0,Sri Lanka,0,0,STORM,HYDROLOGICAL
13184,2006/07,ANIMAL ATTACK,82,11,1,0,2,36,0,294,0,0,0,500000,0,2,0,4,0,0,0,0,0,0,Sri Lanka,0,0,ANIMAL,BIOLOGICAL
13185,2006/07,COASTLINE,1,0,0,0,0,2,0,11,0,11,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,COASTAL EROSION,NATURAL DISASTERS
13186,2006/07,CUTTING FAILURE,1,0,0,0,0,0,0,7,0,0,0,500000,0,4,0,0,0,0,0,0,0,0,Sri Lanka,0,0,STRUCTURAL,TECHNICAL
13187,2006/07,DROUGHT,8,0,0,0,0,0,0,14265,0,0,0,500000,0,90,0,0,0,0,0,0,0,0,Sri Lanka,0,0,DROUGHT,NATURAL DISASTERS
13188,2006/07,EPIDEMIC,416,0,0,0,0,0,0,1865,0,0,0,500000,0,2912,0,0,0,0,0,0,0,0,Sri Lanka,0,0,EPIDEMIC,HEALTH
13189,2006/07,FIRE,44,0,0,0,8,9,0,83,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FIRE,EXPLOSION
13190,2006/07,FLOOD,2,0,0,0,0,8,0,22,4,0,0,500000,0,6,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13191,2006/07,GALE,21,0,0,0,0,34,0,179,0,0,0,500000,0,4,0,0,0,0,0,0,0,0,Sri Lanka,0,0,GALE/TORNADO,HYDROLOGICAL
13192,2006/07,HEAVY RAINS,24,0,0,0,1,46,0,277,0,4,0,500000,0,6,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13193,2006/07,LANDSLIDE,3,0,1,0,0,5,0,57,0,0,0,500000,0,3,0,0,0,0,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13194,2006/07,LAND SUBSIDENCE,1,0,0,0,0,1,0,5,0,0,0,500000,0,3,0,0,0,0,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13195,2006/07,STRONG WIND,83,0,0,0,38,486,0,2997,0,17,0,500000,0,7,0,1,0,0,0,0,0,0,Sri Lanka,0,0,STORM,HYDROLOGICAL
13196,2006/08,ANIMAL ATTACK,75,8,5,0,4,31,0,279,0,0,0,500000,0,1,0,8,0,0,0,0,0,0,Sri Lanka,0,0,ANIMAL,BIOLOGICAL
13197,2006/08,DROUGHT,3,0,0,0,0,0,0,8460,0,0,0,500000,0,90,0,0,0,0,0,0,0,0,Sri Lanka,0,0,DROUGHT,NATURAL DISASTERS
13198,2006/08,EPIDEMIC,297,0,0,0,0,0,0,1784,0,0,0,500000,0,2079,0,0,0,0,0,0,0,0,Sri Lanka,0,0,EPIDEMIC,HEALTH
13199,2006/08,FIRE,50,0,0,0,8,9,0,82,0,0,0,500000,0,2,0,1,0,0,0,0,0,0,Sri Lanka,0,0,FIRE,EXPLOSION
13200,2006/08,GALE,8,0,0,0,0,13,0,73,0,0,0,500000,0,4,0,0,0,0,0,0,0,0,Sri Lanka,0,0,GALE/TORNADO,HYDROLOGICAL
13201,2006/08,HEAVY RAINS,9,0,0,0,0,38,0,195,0,0,0,500000,0,6,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13202,2006/08,LANDSLIDE,5,0,3,0,2,1,0,17,0,0,0,500000,0,3,0,0,0,0,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13203,2006/08,LAND SUBSIDENCE,1,0,0,0,0,75,0,375,0,0,0,500000,0,3,0,0,0,0,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13204,2006/08,LIGHTNING,2,0,0,0,0,0,0,40,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,STORM,HYDROLOGICAL
13205,2006/08,ROCK FALL,1,0,0,0,0,0,0,5,0,0,0,500000,0,3,0,0,0,0,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13206,2006/08,STRONG WIND,21,0,1,0,78,157,0,1205,0,4,0,500000,0,2,0,1,0,0,0,0,0,0,Sri Lanka,0,0,STORM,HYDROLOGICAL
13207,2006/09,ANIMAL ATTACK,127,4,2,0,3,87,0,529,0,0,0,500000,0,4.5,0,9,0,0,0,0,0,0,Sri Lanka,0,0,ANIMAL,BIOLOGICAL
13208,2006/09,BOAT CAPSIZE,1,0,0,0,0,0,0,34,0,0,0,500000,0,4,0,0,0,0,0,0,0,0,Sri Lanka,0,0,BOAT CAPSIZE,TECHNICAL
13210,2006/09,EPIDEMIC,385,0,0,0,0,0,0,1978,0,0,0,500000,0,2695,0,0,0,0,0,0,0,0,Sri Lanka,0,0,EPIDEMIC,HEALTH
13211,2006/09,FIRE,45,0,0,0,9,14,0,120,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FIRE,EXPLOSION
13212,2006/09,FLOOD,3,0,0,0,0,6,0,33,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13213,2006/09,GALE,6,0,0,0,1,7,0,30,0,2,0,500000,0,4,0,0,0,0,0,0,0,0,Sri Lanka,0,0,GALE/TORNADO,HYDROLOGICAL
13214,2006/09,HEAVY RAINS,14,0,0,0,1,25,0,122,0,0,0,500000,0,6,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13215,2006/09,LANDSLIDE,2,0,0,0,0,1,0,9,0,0,0,500000,0,3,0,0,0,1,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13216,2006/09,LEAK OR SPILL,1,0,0,0,0,0,0,275,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,LEAK,TECHNICAL
13217,2006/09,STRONG WIND,14,0,1,0,27,322,0,1921,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,STORM,HYDROLOGICAL
13218,2006/10,ANIMAL ATTACK,159,6,1,0,4,80,0,2079,0,0,0,500000,0,1980,0,9,0,0,0,0,0,0,Sri Lanka,0,0,ANIMAL,BIOLOGICAL
13219,2006/10,DROUGHT,14,0,0,0,0,0,0,1755,0,0,0,500000,0,2340,0,0,0,0,0,0,0,0,Sri Lanka,0,0,DROUGHT,NATURAL DISASTERS
13220,2006/10,EPIDEMIC,328,0,0,0,0,0,0,1949,0,0,0,500000,0,2296,0,0,0,0,0,0,0,0,Sri Lanka,0,0,EPIDEMIC,HEALTH
13221,2006/10,FIRE,60,0,0,0,5,8,0,65,0,0,0,500000,0,1,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FIRE,EXPLOSION
13222,2006/10,FLOOD,177,16,2,1,601,2051,0,351662,0,6187,0,500000,0,274,0,6,0,0,0,1,0,2,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13223,2006/10,GALE,20,0,0,0,1,13,0,113,0,0,0,500000,0,4,0,0,0,0,0,0,0,0,Sri Lanka,0,0,GALE/TORNADO,HYDROLOGICAL
13224,2006/10,HEAVY RAINS,83,0,0,0,14,83,0,31510,0,1,0,500000,0,30,0,3,0,0,0,1,0,0,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13225,2006/10,LANDSLIDE,86,2,1,0,42,182,0,2200,0,15,0,1038000,0,3,0,2,0,0,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13226,2006/10,LAND SUBSIDENCE,3,0,0,0,1,33,0,169,0,0,0,500000,0,3,0,0,0,0,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13227,2006/10,LIGHTNING,9,3,3,0,5,8,0,66,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,STORM,HYDROLOGICAL
13228,2006/10,PLAGUE,3,0,0,0,0,0,0,180,0,0,0,500000,0,540,0,0,0,0,0,0,0,0,Sri Lanka,0,0,PLAGUE,HEALTH
13229,2006/10,STRONG WIND,43,1,35,0,23,589,0,2982,0,151,0,500000,0,2,0,2,0,0,1,0,0,0,Sri Lanka,0,0,STORM,HYDROLOGICAL
13231,2006/11,ANIMAL ATTACK,115,3,1,0,6,81,0,575,0,4,0,500000,0,4.5,0,12,0,0,0,0,0,0,Sri Lanka,0,0,ANIMAL,BIOLOGICAL
13232,2006/11,CUTTING FAILURE,1,0,0,0,0,0,0,30,0,0,0,500000,0,4,0,0,0,0,0,0,0,0,Sri Lanka,0,0,STRUCTURAL,TECHNICAL
13233,2006/11,EARTH SLIP,45,0,0,0,5,34,0,189,0,0,0,500000,0,1,0,0,0,0,0,0,0,0,Sri Lanka,0,0,EARTHQUAKE,NATURAL DISASTERS
13234,2006/11,EPIDEMIC,342,0,0,0,0,0,0,2575,0,0,0,500000,0,2398,0,0,0,0,0,0,0,0,Sri Lanka,0,0,EPIDEMIC,HEALTH
13235,2006/11,FIRE,46,0,0,0,4,10,0,78,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FIRE,EXPLOSION
13236,2006/11,FLOOD,150,16,20,0,483,1320,0,118992,0,374,0,500000,0,55,0,11,0,0,0,0,0,0,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13237,2006/11,GALE,16,0,0,0,2,32,0,73,0,0,0,500000,0,4,0,0,0,0,0,0,0,0,Sri Lanka,0,0,GALE/TORNADO,HYDROLOGICAL
13238,2006/11,HEAVY RAINS,488,2,5,0,73,741,0,4855,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13239,2006/11,LANDSLIDE,558,21,34,0,179,1563,0,12067,0,756,0,500000,0,26,0,4,0,0,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13240,2006/11,LAND SUBSIDENCE,45,0,0,0,10,51,0,337,0,70,0,500000,0,3,0,0,0,0,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13241,2006/11,LIGHTNING,12,6,1,0,0,7,0,43,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,STORM,HYDROLOGICAL
13242,2006/11,ROCK FALL,1,0,0,0,0,0,0,5,0,0,0,500000,0,3,0,0,0,0,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13243,2006/11,STRONG WIND,93,0,5,0,24,337,0,1713,0,10,0,500000,0,1,0,1,0,0,0,0,0,0,Sri Lanka,0,0,STORM,HYDROLOGICAL
13245,2006/12,ANIMAL ATTACK,87,0,1,0,0,60,0,382,0,0,0,500000,0,4.5,0,11,0,0,0,0,0,0,Sri Lanka,0,0,ANIMAL,BIOLOGICAL
13246,2006/12,DROUGHT,4,0,0,0,0,0,0,10000,0,0,0,500000,0,497.5,0,1,0,0,0,0,0,0,Sri Lanka,0,0,DROUGHT,NATURAL DISASTERS
13247,2006/12,EPIDEMIC,418,0,0,0,0,0,0,2261,0,0,0,500000,0,2930,0,0,0,0,0,0,0,0,Sri Lanka,0,0,EPIDEMIC,HEALTH
13248,2006/12,FIRE,48,0,0,0,13,5,0,376,0,336,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FIRE,EXPLOSION
13249,2006/12,FLOOD,60,2,0,0,249,1893,0,116415,0,1989,0,500000,0,196,0,5,0,0,0,1,0,0,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13250,2006/12,GALE,5,0,0,0,0,10,0,41,0,0,0,500000,0,4,0,0,0,0,0,0,0,0,Sri Lanka,0,0,GALE/TORNADO,HYDROLOGICAL
13251,2006/12,HEAVY RAINS,83,1,0,0,8,112,0,362,0,0,0,500000,0,6,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13252,2006/12,LANDSLIDE,70,0,9,0,37,211,0,1686,0,176,0,500000,0,20,0,0,0,0,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13253,2006/12,LAND SUBSIDENCE,6,0,0,0,2,5,0,34,0,0,0,500000,0,3,0,0,0,0,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13254,2006/12,LIGHTNING,2,0,0,0,0,2,0,10,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,STORM,HYDROLOGICAL
13255,2006/12,STRONG WIND,22,2,0,0,66,584,0,3997,0,71,0,500000,0,2,0,1,0,0,0,0,0,0,Sri Lanka,0,0,STORM,HYDROLOGICAL
13256,2007/01,ANIMAL ATTACK,33,1,0,0,0,27,0,178,0,0,0,500000,0,9,0,6,0,0,0,0,0,0,Sri Lanka,0,0,ANIMAL,BIOLOGICAL
13257,2007/01,CUTTING FAILURE,1,0,0,0,0,0,0,4,0,0,0,500000,0,4,0,0,0,0,0,0,0,0,Sri Lanka,0,0,STRUCTURAL,TECHNICAL
13258,2007/01,DROUGHT,1,0,0,0,0,0,0,305,0,0,0,500000,0,497.5,0,0,0,0,0,0,0,0,Sri Lanka,0,0,DROUGHT,NATURAL DISASTERS
13259,2007/01,EPIDEMIC,373,0,0,0,0,0,0,1417,0,0,0,500000,0,2611,0,0,0,0,0,0,0,0,Sri Lanka,0,0,EPIDEMIC,HEALTH
13260,2007/01,FIRE,15,1,4,0,8,8,0,80,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FIRE,EXPLOSION
13261,2007/01,FLOOD,73,0,0,0,410,1498,0,41036,0,945,0,500000,0,1,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13262,2007/01,GALE,7,0,0,0,0,17,0,64,0,2,0,500000,0,4,0,0,0,0,0,0,0,0,Sri Lanka,0,0,GALE/TORNADO,HYDROLOGICAL
13263,2007/01,HEAVY RAINS,40,0,0,0,2,39,0,189,0,0,0,500000,0,6,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13264,2007/01,LANDSLIDE,106,20,8,3,442,1308,0,17940,0,13,0,500000,0,2,0,2,0,0,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13265,2007/01,LAND SUBSIDENCE,11,0,0,0,22,22,0,687,0,0,0,500000,0,3,0,0,0,0,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13266,2007/01,LIGHTNING,2,2,0,0,0,0,0,2,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,STORM,HYDROLOGICAL
13267,2007/01,STRONG WIND,24,0,0,0,1,62,0,342,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,STORM,HYDROLOGICAL
13268,2007/02,ANIMAL ATTACK,51,2,0,0,0,34,0,907,0,0,0,500000,0,4.5,0,10,0,0,0,0,0,0,Sri Lanka,0,0,ANIMAL,BIOLOGICAL
13269,2007/02,DROUGHT,4,0,0,0,0,0,0,140,0,0,0,500000,0,183,0,0,0,0,0,0,0,0,Sri Lanka,0,0,DROUGHT,NATURAL DISASTERS
13270,2007/02,EPIDEMIC,341,0,0,0,0,0,0,1487,0,0,0,500000,0,2397,0,0,0,0,0,0,0,0,Sri Lanka,0,0,EPIDEMIC,HEALTH
13271,2007/02,FIRE,23,1,5,0,27,9,0,166,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FIRE,EXPLOSION
13273,2007/02,GALE,2,0,0,0,0,1,0,7,0,0,0,500000,0,4,0,0,0,0,0,0,0,0,Sri Lanka,0,0,GALE/TORNADO,HYDROLOGICAL
